5
Fold Check-Call 50%-Pot 100%-Pot All-In 
1 0.00498904 0.325313 0.630949 0.0387295 1.95992e-05 
1 0.37347 0.622138 0.0043629 1.92737e-05 9.85316e-06 
1 0.01244 0.243387 0.325466 0.418696 1.02569e-05 
1 0.977078 0.00956128 0.0133256 3.45426e-05 3.75016e-07 
1 0.0272629 0.271047 0.414565 0.287096 2.96318e-05 
1 0.660744 0.339255 1.13585e-07 1.07656e-06 0 
1 0.00691489 0.830155 0.162925 4.81656e-06 2.81655e-07 
1 0.199474 0.17621 0.24025 0.384065 1.99161e-07 
1 0.00870389 0.20245 0.774536 0.0141845 0.000125896 
1 0.189702 0.514706 0.0307584 0.264831 3.41986e-06 
1 0.00625692 0.00531436 0.557715 0.430646 6.7656e-05 
1 0.134187 0.368045 0.218967 0.278788 1.29586e-05 
1 0.00912162 0.367882 0.268623 0.354361 1.27505e-05 
1 0.111665 0.245689 0.562005 0.0806409 1.28207e-06 
1 1.74564e-06 0.0224875 0.743551 0.233942 1.71582e-05 
1 0.0193913 0.31789 0.43388 0.228767 7.04328e-05 
1 0.000862647 0.409994 0.319837 0.267199 0.00210675 
1 0.00267614 0.611632 0.212184 0.173508 0 
1 0.00391216 0.425631 0.457006 0.11345 1.14055e-06 
1 0.0033246 0.0293059 0.310696 0.656607 6.64044e-05 
1 0.0028677 0.420965 0.412141 0.164026 4.15032e-07 
1 0.0259855 0.29599 0.106772 0.571007 0.000245178 
1 0.00229745 0.50448 0.318151 0.175063 8.95521e-06 
1 0.0184404 0.358933 0.382841 0.239756 2.88125e-05 
1 0.172875 0.142563 0.249163 0.435399 1.73362e-07 
1 0.0117396 0.325417 0.397082 0.265749 1.18591e-05 
1 0.50337 0.431693 7.43472e-06 0.0649298 1.45986e-07 
1 0.00845491 0.0263266 0.80126 0.163856 0.000102837 
1 0.284864 0.570355 0.136751 0.00802653 3.13941e-06 
1 0.00953878 0.617564 0.353357 0.019534 6.67589e-06 
1 0.0826828 0.0328014 0.80339 0.0811232 2.08894e-06 
1 0.00962336 0.61629 0.24436 0.129683 4.41346e-05 
1 0.169033 0.158529 0.00386055 0.668549 2.93892e-05 
1 0.00398855 0.253362 0.461629 0.281 2.1197e-05 
1 0.12002 0.669054 0.0872043 0.123697 2.47533e-05 
1 0.00260117 0.0440766 0.504382 0.448659 0.000280394 
1 0.023598 0.446289 0.367803 0.162153 0.000156868 
1 2.1646e-05 0.00830284 0.227018 0.764479 0.000179118 
1 0.00166638 0.216954 0.284825 0.496552 3.0801e-06 
1 0.00301375 0.0584418 0.611852 0.326686 6.01564e-06 
1 0.00947813 0.128796 0.539387 0.322332 7.07707e-06 
1 0.00438967 0.045404 0.404032 0.546172 1.72599e-06 
1 0.0146182 0.0289109 0.779171 0.177278 2.16455e-05 
1 0.0328858 0.294843 0.537043 0.135229 0 
1 0.0259132 0.333747 0.608191 0.032142 6.78506e-06 
1 0.199415 0.0372776 0.427442 0.335865 3.34072e-07 
1 0.018013 0.823318 0.1479 0.0107648 3.51643e-06 
1 0.189025 0.0145046 0.789182 0.00728836 4.76458e-07 
1 0.0189363 0.505556 0.221798 0.253685 2.52164e-05 
1 0.200939 0.043001 0.145934 0.610109 1.67877e-05 
1 0.00274118 0.0308714 0.0331126 0.933182 9.27015e-05 
1 0.126514 0.212124 0.32875 0.33261 1.8458e-06 
1 0.00292655 0.143856 0.372099 0.480937 0.000181855 
1 0.0987558 0.0611743 0.444184 0.395864 2.09251e-05 
1 0.000144916 0.0652286 0.491537 0.443089 2.81485e-07 
1 0.0133525 0.401848 0.315818 0.268982 2.11949e-07 
1 0.000196007 0.24416 0.572699 0.18274 0.000205053 
1 0.00927938 0.0294144 0.0477325 0.913573 2.80996e-07 
1 0.0017208 0.426791 0.493859 0.0776286 0 
1 0.00481239 0.0501308 0.123064 0.821988 5.41018e-06 
1 0.00746297 0.272764 0.329161 0.390595 1.707e-05 
1 0.005585 0.104255 0.572482 0.317588 9.04859e-05 
1 0.0596301 0.203689 0.736619 9.7395e-06 5.31262e-05 
1 0.00314719 0.000514385 0.446536 0.549764 3.86129e-05 
1 0.0837794 6.93252e-06 0.00325783 0.912954 1.54319e-06 
1 0.00961363 0.0753792 0.45882 0.456098 8.95035e-05 
1 0.122283 0.428742 0.321504 0.127463 7.5862e-06 
1 0.00266334 0.884038 0.0390625 0.0741744 6.16707e-05 
1 0.0991245 0.00134015 0.690728 0.2088 6.98867e-06 
1 0.00175221 0.579111 0.290242 0.128775 0.000119435 
1 0.0728052 0.262106 0.396966 0.268113 9.64217e-06 
1 0.00221942 0.00268652 0.64953 0.34532 0.00024413 
1 0.0366088 0.488423 0.377833 0.0969712 0.000163593 
1 3.75082e-07 0.244084 0.550674 0.204347 0.000894551 
1 0.00785057 0.515675 0.366783 0.109689 1.40757e-06 
1 0.00910394 0.35811 0.266647 0.36613 9.59036e-06 
1 0.0118754 0.140529 0.445419 0.401731 0.000445853 
1 0.00590278 0.627119 0.109543 0.257436 0 
1 0.00200141 0.0687886 0.542727 0.386452 3.05591e-05 
1 0.00540526 0.225141 0.365534 0.403916 3.28627e-06 
1 0.0121613 0.146199 0.492923 0.348566 0.000150702 
1 0.0320769 0.279899 0.427049 0.260972 3.09835e-06 
1 0.00610622 0.046618 0.201229 0.746047 0 
1 0.0738707 0.225847 0.437921 0.262351 1.10624e-05 
1 0.0035945 0.273663 0.703119 0.019383 0.000240482 
1 0.0383168 0.250141 0.702245 0.00927862 1.83056e-05 
1 0.00133856 0.272896 0.417777 0.307958 3.01264e-05 
1 0.0203885 0.18195 0.743938 0.0536569 6.67816e-05 
1 0 0.0677824 0.645339 0.283813 0.0030656 
1 0.00285852 0.530264 0.103246 0.363613 1.8095e-05 
1 0.00817261 0.202075 0.537361 0.252382 9.61601e-06 
1 0.0025386 0.139773 0.601007 0.256681 7.24689e-07 
1 0.0113083 0.477092 0.475224 0.0363751 9.34342e-07 
1 0.000258662 0.197969 0.715945 0.0852419 0.000585567 
1 0.00171017 0.262367 0.206152 0.529763 7.36944e-06 
1 0.019392 0.081713 0.827909 0.0709864 0 
1 0.0267841 0.360373 0.229998 0.382844 7.3107e-07 
1 0.00264286 0.0456471 0.714407 0.236993 0.000309132 
1 0.00410989 0.313361 0.538739 0.143726 6.33615e-05 
1 0 0.00472164 0.660519 0.334714 4.47206e-05 
1 1.53364e-05 0.255476 0.437279 0.306789 0.000440169 
1 1.25782e-07 0.0100899 0.663082 0.323157 0.003671 
1 0.00347611 0.377698 0.424787 0.193809 0.000230836 
1 0.00203885 0.429886 0.34414 0.223919 1.5375e-05 
1 0.0033085 0.0225983 0.967136 0.00695545 1.70196e-06 
1 0.0043307 0.402499 0.262681 0.330481 7.84438e-06 
1 0.000186125 0.0186735 0.0701125 0.910973 5.52834e-05 
1 0.00306983 0.449576 0.270238 0.277081 3.58211e-05 
1 0.000381897 0.0101671 0.795451 0.19352 0.000480738 
1 0.00189784 0.138122 0.495625 0.364337 1.82418e-05 
1 2.81067e-07 0.000128141 0.247605 0.752261 5.34208e-06 
1 2.90525e-06 0.22884 0.509746 0.261409 1.3789e-06 
1 1.8723e-07 0.0341548 0.492979 0.466705 0.00616081 
1 0.00160912 0.0221214 0.516097 0.460055 0.000116607 
1 0.00169729 0.510938 0.214465 0.27282 8.07923e-05 
1 7.83943e-06 0.0158992 0.27438 0.709709 4.26023e-06 
1 0.000860815 0.349359 0.638319 0.0114538 7.72283e-06 
1 0.000245939 0.00148874 0.803117 0.194803 0.000345666 
1 0.000321445 0.431348 0.0704379 0.497631 0.00026181 
1 4.09679e-06 0.0164914 0.182333 0.798758 0.00241392 
1 4.32974e-07 0.0593931 0.502838 0.435789 0.00197976 
1 1.87686e-07 0.18066 0.349416 0.469838 8.53246e-05 
1 0.000399808 0.454175 0.51377 0.0316499 5.49761e-06 
1 0.00232845 0.256542 0.39319 0.347938 1.76664e-06 
1 0.000345963 0.0650977 0.639477 0.29474 0.000338601 
1 0.00130731 0.26968 0.315418 0.413489 0.000105553 
1 8.6422e-07 0.0737884 0.500524 0.42446 0.00122644 
1 1.39867e-07 0.0203819 0.336135 0.643225 0.000258254 
1 1.87771e-07 0.24795 0.341488 0.41055 1.1299e-05 
1 8.48656e-07 0.200489 0.0559985 0.742952 0.000559067 
1 1.61604e-07 0.0786086 0.816398 0.104944 4.98363e-05 
1 1.35938e-06 0.314134 0.441697 0.244164 3.48557e-06 
1 2.29759e-07 0.0727349 0.392901 0.53334 0.00102355 
1 0 0.0767844 0.393641 0.529569 6.21833e-06 
1 8.30122e-07 0.0106067 0.527176 0.461639 0.000577552 
1 1.41e-06 0.280845 0.242473 0.472869 0.00381231 
1 0 0.079863 0.380017 0.540091 2.92279e-05 
