5
Fold Check-Call 50%-Pot 100%-Pot All-In 
0.199324 0.55804 0.0687353 4.05119e-05 0.373103 8.15825e-05 
0.229006 0.0639382 0.934986 0.00107537 0 0 
0.582221 0.925681 0.0743185 0 2.56594e-07 0 
0.00601146 0.00178317 0.991024 0.000530407 6.35458e-05 0.00659881 
0.416322 0.0674308 0.80974 0.122815 1.01804e-05 3.81111e-06 
0.416138 0.0010416 0.992966 0.00210482 0.00372764 0.000159903 
0.277916 0.753837 0.0646399 0.181504 1.51822e-05 3.81978e-06 
0.0254373 0.198975 0.679125 0.0521896 0 0.0697108 
0.359589 0.0176479 0.98206 0.000248362 1.51281e-05 2.8211e-05 
0.463775 0.00105148 0.918809 0.0788866 0.00124811 4.47283e-06 
0.691861 0.0110419 0.0217944 0.219349 0.747814 4.60979e-07 
0.481462 0.0022403 0.982147 0.0156062 4.64472e-06 1.80825e-06 
0.0331501 0.186416 0.0124484 0.000881966 0.800253 0 
0.476184 0.0128661 0.843151 0.0770139 0.0669687 4.45866e-07 
0.334816 0.0251061 0.61623 0.296464 0.0621899 9.50132e-06 
0.570654 0.022085 0.885853 0.0920621 0 0 
0.406016 0.00143957 0.997628 7.83104e-07 0.000930889 7.83104e-07 
0.161264 0.749144 0.250856 0 0 0 
0.368103 0.0296899 0.296713 0.31891 0.354487 0.00019988 
0.488319 0.996909 0.0030391 4.76074e-05 1.95922e-06 1.95922e-06 
0.0297799 0.00185117 0.980046 0.0112977 0.000100596 0.00670483 
0.645171 0.942884 0.000313155 0.000924038 0.0558693 9.46536e-06 
0.698571 0.0453028 0.952276 4.55094e-07 0.00242061 4.55094e-07 
0.0371041 0.836651 5.0806e-05 0.0829601 0.0800268 0.000311264 
0.697131 0.000223154 0.999776 0 3.44221e-07 0 
0.179323 0.984763 0.0151309 4.22112e-05 1.90309e-05 4.45542e-05 
0.286596 0.00267996 0.911124 3.48365e-06 0.0856676 0.000524765 
0.756816 0.133232 0.801229 0.0655388 0 0 
0.0498582 0.046491 0.283807 0.664371 0.00532141 8.88092e-06 
0.50483 0.0228734 0.939506 0.0242745 0.0132665 7.94377e-05 
0.00939195 0.100447 0.883822 2.25734e-05 0.0156863 2.25734e-05 
0.245412 0.00969012 0.116249 0.79184 0.0822143 6.46776e-06 
0.0661077 2.45944e-05 0.475751 0.342706 0.181498 1.95346e-05 
0.145691 8.40763e-06 0.877989 0.12002 0.00193108 5.16493e-05 
0.0513598 0.0856829 0.89207 0.0220684 7.52242e-06 0.000171036 
0.0327032 0.0041977 0.185418 0.80795 0.00165414 0.000780881 
0.333518 0.0575111 0.941745 0.000743816 0 0 
0.377526 0.0169113 0.98244 5.71205e-05 0.000587397 4.22933e-06 
0.0421674 0.417136 0.00011359 0.000106078 0.582539 0.000105077 
0.931315 0.00197698 0.997142 0.000852495 1.62417e-05 1.17706e-05 
0.0164072 0.113851 0.000640209 0.00277512 0.882728 6.49878e-06 
0.571871 0.00125876 0.998501 4.46228e-06 0.0002053 3.00774e-05 
0.0486415 0.193848 0.804855 0.000244566 0.00104104 1.18712e-05 
0.0349209 0.0957177 0.719531 0.0555429 0.129174 3.36367e-05 
0.239949 0.0188874 0.880282 0.100828 8.86028e-07 8.86028e-07 
0.162726 0.00238388 0.417034 0.00654867 0.574031 1.95112e-06 
0.0691987 0.0242478 0.920929 0.0541979 0.00062553 0 
0.0737848 0.00248076 0.810986 0.0625524 0.123959 2.16778e-05 
0.454559 0.0120446 0.984374 0.00104754 0.00233477 0.000198997 
0.276187 0.00473148 0.972274 0.0216977 0.00129663 0 
0.0332728 0.131253 0.756655 0.0391122 0.0729796 0 
0.482775 8.62127e-06 0.891679 0.0722139 0.0360989 0 
0.0567066 0.00822568 0.0409099 0.950748 0.000110723 5.56514e-06 
0.308543 0 0.903417 0.0252582 0.071325 0 
0.11793 0.00526297 0.6598 0.334827 1.50702e-05 9.44504e-05 
0.230407 0.0665068 0.933464 1.1801e-05 5.90183e-07 1.72565e-05 
0.000581858 0.369063 0.510124 0.045596 0.0752167 0 
7.84188e-06 0.337484 0.04265 0.130045 0.426293 0.0635282 
0.0852669 0.0140223 0.978691 0.00380481 4.18141e-05 0.00344003 
0.484981 0.521943 0.33731 0.128299 0.0123198 0.000129358 
1 0.0230387 0.963161 0.000915367 0.0126332 0.000251313 
0.00151594 0.0626253 0.775301 0.0875275 0.0204195 0.0541268 
0.655074 0.00118592 0.99373 0.00296509 0.00151119 0.000608169 
0.296487 0.0196008 0.926186 0.000239421 0.0538816 9.22563e-05 
0.00303892 0.299434 0.00858397 0.133363 0.554703 0.00391629 
0.552491 0.0855246 0.91428 0.000133597 3.77624e-05 2.42288e-05 
0.276101 0.00303881 0.971518 0.000538175 0.0243707 0.00053438 
0.583318 0.000376047 0.0440769 0.953411 0.00213403 2.18446e-06 
0.405084 0.0449322 0.949848 0.00510345 0.000115828 2.62513e-07 
0.158963 0.00867767 0.630459 0.162684 0.198179 0 
0.70938 0.0271412 0.93923 0.00103187 0.0325966 0 
0.0778119 0.0103039 0.988717 0.000498291 0.000193175 0.000287142 
0.254674 0.297956 0.674005 0.0279932 2.19817e-05 2.3753e-05 
0.165377 0.0073365 0.986691 0.00133891 0.00462462 9.18533e-06 
0.316614 0.0147086 0.98528 1.0241e-05 8.75682e-07 0 
0.0527331 0.176996 0.814742 0.00653026 0.00160931 0.000122207 
0.255472 0.0152308 0.936709 0.0466529 0.00138583 2.1511e-05 
0.30956 0.0180756 0.922311 0.0477547 0.0118581 0 
0.282953 0.0107298 0.977035 0.00762135 0.0044919 0.000121757 
0.308693 0.00127769 0.940803 0.0338387 0.0235463 0.000534288 
0.205817 0.12947 0.724136 0.0719716 0.0744219 5.15293e-07 
0.0766736 0.0135081 0.259919 0.597208 0.126525 0.00283947 
0.59982 0.00192076 0.774312 0.00445375 0.219314 1.01193e-07 
0.228581 0.00520282 0.915816 0.0788958 4.55525e-05 3.99305e-05 
0.158107 0.00459003 0.0030475 0.0446828 0.94768 0 
0.539673 7.59123e-09 0.967888 0.000404232 0.0316894 1.89494e-05 
0.223937 0.00699601 0.0349204 0.911617 0.0462009 0.000265794 
0.296783 5.4485e-05 0.999815 3.36945e-05 2.08021e-05 7.64918e-05 
0.0924316 0.0122247 0.522683 0.418615 0.046285 0.000192637 
0.407644 0.00092678 0.998931 4.16757e-06 0.000132139 5.72816e-06 
0.0516348 0.0243508 0.531529 0.441517 0.00260244 0 
0.354466 0.00536538 0.932649 0.0310359 0.0309502 1.31435e-07 
0.00534099 0.0804043 0.285188 5.85528e-05 0.0256889 0.60866 
0.288988 0.020699 0.867721 0.0244302 0.0870895 6.08773e-05 
0.0114134 3.78322e-05 0.0780729 0.840676 0.0407005 0.0405127 
0.427241 0.0195403 0.0481725 0.474675 0.457607 5.2538e-06 
0.486276 0.00624081 0.949379 0.0104077 0.0339503 2.25461e-05 
0.0255626 0.0285862 0.0146098 0.943009 0.00859294 0.00520254 
0.455296 0.00286306 0.997043 9.32601e-05 4.66404e-07 4.66404e-07 
0.021123 0.00162064 0.954184 0.0411603 0.00245316 0.000581785 
0.508548 0.0152001 0.875853 0.0353147 0.0736326 0 
0.0115008 0.0673484 0.840318 0.0708828 0.00859981 0.012851 
0.15624 0.0177983 0.781322 0.175032 0.025834 1.3192e-05 
0.000144949 0.179495 0.359785 0.142059 0.0546407 0.26402 
0.258858 0.0142587 0.821883 0.10555 0.05828 2.86613e-05 
0.0386349 1.66191e-05 0.0171589 0.503168 0.409498 0.0701593 
0.0250231 0.128235 0.481193 0.0414654 0.346975 0.0021316 
0.577959 0.00112924 0.99863 1.33432e-05 0.000174109 5.30545e-05 
0.0179847 0.218787 0.0381806 0.709092 0.0337589 0.000180784 
0.395186 0.0106444 0.885173 0.00363511 0.100547 0 
0.00168402 0.630081 0.101118 0.206348 0.0624532 0 
0.487929 0.0121541 0.950779 0.025088 0.0119738 4.81841e-06 
0.0186546 0.00142497 0.0325327 0.87747 0.0885554 1.7078e-05 
0.0671838 3.15415e-06 0.0418932 0.519929 0.438171 3.15415e-06 
0.204358 1.03828e-06 0.000145723 0.790072 0.209501 0.000280056 
0.513751 0.000125602 0.273457 0.72623 1.17709e-06 0.000185692 
0.290193 0.0029161 0.886591 0.11031 0.000148131 3.45946e-05 
0.0736367 0.000695726 0.284319 0.111278 0.575008 0.0286983 
0.305055 0.00529717 0.583128 0.406616 0.00395728 0.00100175 
0.0834675 1.9022e-05 0.0199271 0.0377377 0.923019 0.0192971 
0.0230555 0.0204832 0.285176 0.104288 0.588107 0.00194623 
0.280475 0 0.00566256 0.363468 0.621342 0.00952673 
0.226788 0.00200512 0.10424 0.688039 0.205714 1.40306e-06 
0.08892 0.000111323 0.0315583 0.273483 0.694136 0.000711184 
0.35534 0 0.14023 0.818263 0.0383085 0.00319897 
0.0822758 0 0.0623151 0.643073 0.292273 0.00233948 
0.0868565 0 0.0466884 0.372019 0.545175 0.0361182 
0.011998 8.97081e-05 0.00443405 0.831112 0.16296 0.0014047 
0.317684 0 0.00493395 0.428874 0.562409 0.00378294 
0.0903388 4.68285e-06 4.68285e-06 0.277937 0.721894 0.000159983 
